	rumor_id	evidence_id	rumor_text	evidence_text	s1	s2	stance	rumor_label
10	1507243028553027600	1507280331690459165	"إنا لله وان اليه راجعون
الكابتن جمال الغندور، الحكم الدولي السابق ورئيس لجنة الحكام السابق، في ذمة الله 😔
#رياضة https://t.co/1QxhlacTIj"	"نجل الحكم الدولي جمال الغندور ينفي وفاة والده
#النهار #النهار_رياضة https://t.co/Qus428BCp6"	إنا لله وان اليه راجعون الكابتن جمال الغندور الحكم الدولي السابق ورئيس لجنة الحكام السابق في ذمة الله رياضة	نجل الحكم الدولي جمال الغندور ينفي وفاة والده النهار النهار رياضة	disagree	False
11	1493921550101270541	1493877943759736834	🔴 عاجل mtv : رصد تدريبات لقوة من حزب الله في الصقيع وعلى الثلج قبل انتقالها لموسكو والهدف مساندة روسيا في غزو اوكرانيا. 👻👻 https://t.co/qTtQRQLoxM	"ماذا حصل لمحمد وأين أصبح مجرى التحقيق القضائي في نقابة الأطباء؟ صور حصرية حصل عليها برنامج #تحقيق توضح كل الحقيقة... 
تابعونا الليلة الساعة ١١:٠٠ مساءً
#mtvlebanon https://t.co/PrvCiMVtHn"	عاجل رصد تدريبات لقوة من حزب الله في الصقيع وعلى الثلج قبل انتقالها لموسكو والهدف مساندة روسيا في غزو اوكرانيا	ماذا حصل لمحمد وأين أصبح مجرى التحقيق القضائي في نقابة الأطباء صور حصرية حصل عليها برنامج تحقيق توضح كل الحقيقة تابعونا الليلة الساعة ١١ ٠٠ مساء	other	False
12	1493921550101270541	1493322467515027458	🔴 عاجل mtv : رصد تدريبات لقوة من حزب الله في الصقيع وعلى الثلج قبل انتقالها لموسكو والهدف مساندة روسيا في غزو اوكرانيا. 👻👻 https://t.co/qTtQRQLoxM	"صاحب الاغنية الشهيرة ""الغزالة رايقة""، الطفل المصري، محمد اسامه، في اول مقابلة تلفزيونية له من لبنان وعبر ""ام تي في""… يغني جديده ويكشف حصريا عن مشاريعه.
شاهدوا اللقاء غدا الثلاثاء في نشرة المساء وعبر موقعنا الالكتروني وصفحاتنا بمواقع التواصل الاجتماعي.
#mtvlebanon #الغزالة_رايقة https://t.co/BdgFWPnKoa"	عاجل رصد تدريبات لقوة من حزب الله في الصقيع وعلى الثلج قبل انتقالها لموسكو والهدف مساندة روسيا في غزو اوكرانيا	صاحب الاغنية الشهيرة الغزالة رايقة الطفل المصري محمد اسامه في اول مقابلة تلفزيونية له من لبنان وعبر ام تي في يغني جديده ويكشف حصريا عن مشاريعه شاهدوا اللقاء غدا الثلاثاء في نشرة المساء وعبر موقعنا الالكتروني وصفحاتنا بمواقع التواصل الاجتماعي الغزالة رايقة	other	False
13	1495166563187576833	1495312895810453507	أنباء عن القبض على المدعو ابراهيم عيسى بعد تقديم بلاغات للنائب العام	#وزارة_الداخلية  ضبط عدد (7178) شخص لعدم الإلتزام بإرتداء الكمامات الواقية، وضبط (141) قضية فى مجال منع تداول الأرجيلة، وتحرير (693) مخالفة لقرارات الغلق خلال 24 ساعة https://t.co/rUDqo97I7a	أنباء عن القبض على المدعو ابراهيم عيسى بعد تقديم بلاغات للنائب العام	وزارة الداخلية ضبط عدد 7178 شخص لعدم الإلتزام بإرتداء الكمامات الواقية وضبط 141 قضية فى مجال منع تداول الأرجيلة وتحرير 693 مخالفة لقرارات الغلق خلال 24 ساعة	other	False
14	1495166563187576833	1495005282891710465	أنباء عن القبض على المدعو ابراهيم عيسى بعد تقديم بلاغات للنائب العام	"#وزارة_الداخلية ضبط شخصين بحوزتهما مبالغ مالية عملات محلية وأجنبية بقصد الإتجار بالنقد الأجنبى خارج السوق المصرفى لتحقيق أرباح غير مشروعة
https://t.co/ChVspLKf5p https://t.co/ZmUYl5m5zz"	أنباء عن القبض على المدعو ابراهيم عيسى بعد تقديم بلاغات للنائب العام	وزارة الداخلية ضبط شخصين بحوزتهما مبالغ مالية عملات محلية وأجنبية بقصد الإتجار بالنقد الأجنبى خارج السوق المصرفى لتحقيق أرباح غير مشروعة	other	False
15	1494632876859604992	1494408078187454472	احمد شوبير : حلمت ان مصر بتلعب نهائي كأس العالم ومصطفى شوبير كان حارس مصر ومصر وصلت لضربة الجزاء ومصطفي صد خمس ضربات جزاء...وخد افضل حارس في البطولة https://t.co/o2KObUn7at	فسخ التعاقد بالتراضي بين الاسماعيلي وخوان براون والجهاز المعاون يقود التدريبات واعلان الجهاز الفني الجديد غالبا الاحد القادم	احمد شوبير حلمت ان مصر بتلعب نهائي كأس العالم ومصطفى شوبير كان حارس مصر ومصر وصلت لضربة الجزاء ومصطفي صد خمس ضربات جزاء وخد افضل حارس في البطولة	فسخ التعاقد بالتراضي بين الاسماعيلي وخوان براون والجهاز المعاون يقود التدريبات واعلان الجهاز الفني الجديد غالبا الاحد القادم	other	False
16	1494632876859604992	1494076944127778816	احمد شوبير : حلمت ان مصر بتلعب نهائي كأس العالم ومصطفى شوبير كان حارس مصر ومصر وصلت لضربة الجزاء ومصطفي صد خمس ضربات جزاء...وخد افضل حارس في البطولة https://t.co/o2KObUn7at	سفير مصر في أنجولا محمد صفوت يكشف كواليس وصول بعثة نادي الزمالك لمواجهة سجرادا في دوري أبطال إفريقيا 🏹🏹 https://t.co/qTd09d50kC	احمد شوبير حلمت ان مصر بتلعب نهائي كأس العالم ومصطفى شوبير كان حارس مصر ومصر وصلت لضربة الجزاء ومصطفي صد خمس ضربات جزاء وخد افضل حارس في البطولة	سفير مصر في أنجولا محمد صفوت يكشف كواليس وصول بعثة نادي الزمالك لمواجهة سجرادا في دوري أبطال إفريقيا	other	False
17	1485923630928347137	1487360666977591297	"منع الجزائري حفيظ دراجي من التعليق على مباريات كأس إفريقيا للأمم المقامة حاليا في دولة الكاميرون
هذا القرار ملموس إتتخذته إدارة قنوات(بين سبورت) القطرية، بعد سبه وشتمه لمغربية، وهو ما لم يتقبله الجميع جملة وتفصيلا
#طرد_الدراجي_مطلب_المغاربة https://t.co/TSDeEtGEgu"	"موعدنا مع أولى مواجهات ربع نهائي كأس أمم أفريقيا و مواجهة الأسود الكامرونية للعقارب الغامبية..
هل تحدث أولى مفاجئات البطولة؟؟ https://t.co/DJ10A5fFWP"	منع الجزائري حفيظ دراجي من التعليق على مباريات كأس إفريقيا للأمم المقامة حاليا في دولة الكاميرون هذا القرار ملموس إتتخذته إدارة قنوات بين سبورت القطرية بعد سبه وشتمه لمغربية وهو ما لم يتقبله الجميع جملة وتفصيلا طرد الدراجي مطلب المغاربة	موعدنا مع أولى مواجهات ربع نهائي كأس أمم أفريقيا و مواجهة الأسود الكامرونية للعقارب الغامبية هل تحدث أولى مفاجئات البطولة	disagree	False
18	1485923630928347137	1485897047815380996	"منع الجزائري حفيظ دراجي من التعليق على مباريات كأس إفريقيا للأمم المقامة حاليا في دولة الكاميرون
هذا القرار ملموس إتتخذته إدارة قنوات(بين سبورت) القطرية، بعد سبه وشتمه لمغربية، وهو ما لم يتقبله الجميع جملة وتفصيلا
#طرد_الدراجي_مطلب_المغاربة https://t.co/TSDeEtGEgu"	"منتخب جزر القمر يخرج من البطولة ليدخل التاريخ متحديا كل الظروف في أول مشاركة له،،
البطولة هي التي خسرت رجال جزر القمر.. https://t.co/RJlQSdo31m"	منع الجزائري حفيظ دراجي من التعليق على مباريات كأس إفريقيا للأمم المقامة حاليا في دولة الكاميرون هذا القرار ملموس إتتخذته إدارة قنوات بين سبورت القطرية بعد سبه وشتمه لمغربية وهو ما لم يتقبله الجميع جملة وتفصيلا طرد الدراجي مطلب المغاربة	منتخب جزر القمر يخرج من البطولة ليدخل التاريخ متحديا كل الظروف في أول مشاركة له البطولة هي التي خسرت رجال جزر القمر	other	False
19	1485923630928347137	1484915385962881025	"منع الجزائري حفيظ دراجي من التعليق على مباريات كأس إفريقيا للأمم المقامة حاليا في دولة الكاميرون
هذا القرار ملموس إتتخذته إدارة قنوات(بين سبورت) القطرية، بعد سبه وشتمه لمغربية، وهو ما لم يتقبله الجميع جملة وتفصيلا
#طرد_الدراجي_مطلب_المغاربة https://t.co/TSDeEtGEgu"	التأهل إلى كأس العالم لا يكون على الورق أو في بلاتوهات التحليل، بل فوق أرضية الميدان،، والمنتخب الجزائري نزع ثوب المرشح، لكنه سينتفض ويتأهل بإذن الله لأنه يمثل بلد إسمه الجزائر ، عندما يخسر لا ينكسر.. https://t.co/9fGYT2vQYO	منع الجزائري حفيظ دراجي من التعليق على مباريات كأس إفريقيا للأمم المقامة حاليا في دولة الكاميرون هذا القرار ملموس إتتخذته إدارة قنوات بين سبورت القطرية بعد سبه وشتمه لمغربية وهو ما لم يتقبله الجميع جملة وتفصيلا طرد الدراجي مطلب المغاربة	التأهل إلى كأس العالم لا يكون على الورق أو في بلاتوهات التحليل بل فوق أرضية الميدان والمنتخب الجزائري نزع ثوب المرشح لكنه سينتفض ويتأهل بإذن الله لأنه يمثل بلد إسمه الجزائر عندما يخسر لا ينكسر	other	False
20	1484223400864366594	1484192181548027910	"🚨عاااااااجل 

   إقالة جمال بلماضي و تعيين سمير زاوي   #Algeria #الجزائز  #Algerie https://t.co/f4FltoyUZp"	"لاعبو المنتخب الوطني في حصة إحمائية قبيل المباراة.
بالتوفيق لأبطالنا 💪🏼🇩🇿
#TeamAlgeria #teamdz 🇩🇿 #LesFennecs #TotalEnergiesAFCON https://t.co/SvnmNRV63X"	عاااااااجل إقالة جمال بلماضي و تعيين سمير زاوي الجزائز	لاعبو المنتخب الوطني في حصة إحمائية قبيل المباراة بالتوفيق لأبطالنا	other	False
21	1484223400864366594	1483594512458993667	"🚨عاااااااجل 

   إقالة جمال بلماضي و تعيين سمير زاوي   #Algeria #الجزائز  #Algerie https://t.co/f4FltoyUZp"	"📌طاقم تحكيم مباراة
🇩🇿الجزائر 🆚 كوت ديفوار 🇨🇮
• حكم الساحة: فيكتور غوميز (جنوب إفريقيا)؛
• حكم مساعد أول: زاكيل سويلا (جنوب إفريقيا)؛
• حكم مساعد ثاني: سورو فاتسوان (ليسوتو)؛
• حكم رابع: باسيفيك ندابيهاوينيمانا (بوروندي)؛
• محافظ المباراة: كلود نيونقابو (بوروندي). https://t.co/pGQiebqLVX"	عاااااااجل إقالة جمال بلماضي و تعيين سمير زاوي الجزائز	طاقم تحكيم مباراة الجزائر كوت ديفوار حكم الساحة فيكتور غوميز جنوب إفريقيا حكم مساعد أول زاكيل سويلا جنوب إفريقيا حكم مساعد ثاني سورو فاتسوان ليسوتو حكم رابع باسيفيك ندابيهاوينيمانا بوروندي محافظ المباراة كلود نيونقابو بوروندي	other	False
22	1455647464564957189	1455217084498120704	"رئيس حكومة الوحدة الوطنية عبدالحميد الدبيبة -
ﺳﻴﺘﻢ ﻣﻨﺢ ﻛﻞ طالب ﺟﺎﻣﻌﻲ 250 ﺩﻳﻨﺎﺭ  ﺷﻬﺮﻳًﺎ ﻛﻤﻨﺤﺔ ﺇﻋﺎﻧﺔ ﻟﻤﺼﺎﺭﻳﻒ ﺩﺭﺍﺳﺘﻬﻢ.... 📖📖📖"	"نشكر منظمي #COP26 وحكومة المملكة المتحدة على استضافة هذا المؤتمر الهام.

يعد #التغير_المناخي قضية غاية الأهمية في وقتنا الحاضر ونحن عازمون على إيجاد حلول طويلة الأجل."	رئيس حكومة الوحدة الوطنية عبدالحميد الدبيبة طالب 250	نشكر منظمي 26 وحكومة المملكة المتحدة على استضافة هذا المؤتمر الهام يعد التغير المناخي قضية غاية الأهمية في وقتنا الحاضر ونحن عازمون على إيجاد حلول طويلة الأجل	other	False
23	1455647464564957189	1454824625397960708	"رئيس حكومة الوحدة الوطنية عبدالحميد الدبيبة -
ﺳﻴﺘﻢ ﻣﻨﺢ ﻛﻞ طالب ﺟﺎﻣﻌﻲ 250 ﺩﻳﻨﺎﺭ  ﺷﻬﺮﻳًﺎ ﻛﻤﻨﺤﺔ ﺇﻋﺎﻧﺔ ﻟﻤﺼﺎﺭﻳﻒ ﺩﺭﺍﺳﺘﻬﻢ.... 📖📖📖"	أبنائي المتفوقين بالشهادة الاعدادية ألف مبروك النجاح، اصراركم سر تفوقكم ومثابرتكم سر نجاحكم و تميزكم. اخوتي المعلمين شكرا لعطائكم واهتمامكم. أولياء الأمور افتخروا بابنائكم وحظا أوفر لابنائنا الذين لم يوفقوا في الدور الأول.	رئيس حكومة الوحدة الوطنية عبدالحميد الدبيبة طالب 250	أبنائي المتفوقين بالشهادة الاعدادية ألف مبروك النجاح اصراركم سر تفوقكم ومثابرتكم سر نجاحكم و تميزكم اخوتي المعلمين شكرا لعطائكم واهتمامكم أولياء الأمور افتخروا بابنائكم وحظا أوفر لابنائنا الذين لم يوفقوا في الدور الأول	other	False
24	1435545125040664578	1435583258843045890	"قناة كان العبرية

بيني غانتس طلب مساعدة عاجلة من السلطة الفلسطينية لإيجاد الاسرى الستة الذين هربوا من سجن جلبوع
- السلطة الفلسطينية وافقت على الطلب وأبلغت غانتس أنها ستقوم بالبحث والتحري عن أماكن تواجد الاسرى الهاربين وتسليمهم للجانب الإسرائيلي"	"قناة ""كان"" لم تنشر في اي لحظة من اللحظات ان غانتس طلب مساعدة القيادات الفلسطينية - عباس او غير عباس - للوصول الى الأسرى الستة الذين تمكنوا من الهروب من سجن جلبوع ولم تنشر اي كلام نقلا عن عباس او غيره بهذا الخصوص.

وين المنطق والعقل يا جماعة؟ أليست هناك حدود للناس الهبل وللفبركة؟"	قناة كان العبرية بيني غانتس طلب مساعدة عاجلة من السلطة الفلسطينية لإيجاد الاسرى الستة الذين هربوا من سجن جلبوع السلطة الفلسطينية وافقت على الطلب وأبلغت غانتس أنها ستقوم بالبحث والتحري عن أماكن تواجد الاسرى الهاربين وتسليمهم للجانب الإسرائيلي	قناة كان لم تنشر في اي لحظة من اللحظات ان غانتس طلب مساعدة القيادات الفلسطينية عباس او غير عباس للوصول الى الأسرى الستة الذين تمكنوا من الهروب من سجن جلبوع ولم تنشر اي كلام نقلا عن عباس او غيره بهذا الخصوص وين المنطق والعقل يا جماعة أليست هناك حدود للناس الهبل وللفبركة	disagree	False
25	1425500799334027264	1423764683178266633	"#ليبيا_طرابلس_بنغازي_مصراته_الزاوية_سرت_طبرق 
أنباء عن 
رئيس حكومة الوحده الوطنيه يأمر بخفض مرتبات أعضاء مجلس النواب طبرق إلي 50 % و منح 50 % لأطفال المرضى  السلطان و الاورام الليبيين المتواجدين في المستشفيات"	نهنئ جماهير كرة القدم على انتهاء الدوري الليبي الممتاز وفوز نادي الاتحاد بالبطولة ونبارك للفريقين 🔴🟢  روح المنافسة والحماس التي سادت اللقاء وحظ أوفر لنادي الأهلي.	ليبيا طرابلس بنغازي مصراته الزاوية سرت طبرق أنباء عن رئيس حكومة الوحده الوطنيه يأمر بخفض مرتبات أعضاء مجلس النواب طبرق إلي 50 و منح 50 لأطفال المرضى السلطان و الاورام الليبيين المتواجدين في المستشفيات	نهنئ جماهير كرة القدم على انتهاء الدوري الليبي الممتاز وفوز نادي الاتحاد بالبطولة ونبارك للفريقين روح المنافسة والحماس التي سادت اللقاء وحظ أوفر لنادي الأهلي	other	False
26	1425500799334027264	1421081105210527745	"#ليبيا_طرابلس_بنغازي_مصراته_الزاوية_سرت_طبرق 
أنباء عن 
رئيس حكومة الوحده الوطنيه يأمر بخفض مرتبات أعضاء مجلس النواب طبرق إلي 50 % و منح 50 % لأطفال المرضى  السلطان و الاورام الليبيين المتواجدين في المستشفيات"	بهذا الحدث الإيجابي نحو المصالحة الوطنية أتقدم لشعبنا الليبي بالتهنئة وإن هذا الإنجاز سوف تتبعه إنجازات متتالية في مجال المصالحة وكذلك التنمية والتطوير والإعمار ايها السادة والسيدات بلادنا تحتاج منا تجاوز كل ماضي حزين والنظر الى المستقبل الزاهر لنا ولأولادنا بإذن المولى عز وجل.	ليبيا طرابلس بنغازي مصراته الزاوية سرت طبرق أنباء عن رئيس حكومة الوحده الوطنيه يأمر بخفض مرتبات أعضاء مجلس النواب طبرق إلي 50 و منح 50 لأطفال المرضى السلطان و الاورام الليبيين المتواجدين في المستشفيات	بهذا الحدث الإيجابي نحو المصالحة الوطنية أتقدم لشعبنا الليبي بالتهنئة وإن هذا الإنجاز سوف تتبعه إنجازات متتالية في مجال المصالحة وكذلك التنمية والتطوير والإعمار ايها السادة والسيدات بلادنا تحتاج منا تجاوز كل ماضي حزين والنظر الى المستقبل الزاهر لنا ولأولادنا بإذن المولى عز وجل	other	False
27	1423756887410061315	1423968288841871363	"وفاة رابح سعدان المدرب السابق للمنتخب الجزائري 
انا لله وانا اليه راجعون
تعازينا الحارة لكل الإخوة في وطننا الثاني الجزائر https://t.co/Xpl0vIwodn"	"🔵🔵شــــــاهد.. شقيق المدرب #رابح_سعدان يتحدث معه على المباشر وينفي إشاعة وفاته.. ""راهو حي يرزق ونوكل عليكم ربي"" https://t.co/XnbgF6Wg7i"	وفاة رابح سعدان المدرب السابق للمنتخب الجزائري انا لله وانا اليه راجعون تعازينا الحارة لكل الإخوة في وطننا الثاني الجزائر	شاهد شقيق المدرب رابح سعدان يتحدث معه على المباشر وينفي إشاعة وفاته راهو حي يرزق ونوكل عليكم ربي	disagree	False
28	1423756887410061315	1423945203216494593	"وفاة رابح سعدان المدرب السابق للمنتخب الجزائري 
انا لله وانا اليه راجعون
تعازينا الحارة لكل الإخوة في وطننا الثاني الجزائر https://t.co/Xpl0vIwodn"	"#كوفيد_19
سفارة الجزائر بفرنسا تصدر بيانا بخصوص تبرعات الجالية في المهجر https://t.co/MzXrjjMLrK"	وفاة رابح سعدان المدرب السابق للمنتخب الجزائري انا لله وانا اليه راجعون تعازينا الحارة لكل الإخوة في وطننا الثاني الجزائر	كوفيد 19 سفارة الجزائر بفرنسا تصدر بيانا بخصوص تبرعات الجالية في المهجر	other	False
29	1407272555623366656	1407284508806766595	"بوكس من النائب سلمان الحليلة لزميله هشام الصالح اثناء مشاجرة النواب في #جلسة_الميزانيات

#مجلس_الأمة https://t.co/X85RtAUcGO"	"النائب #هشام_الصالح : محاولة رخيصة للتشويه ، عبر صوره غير حقيقية تم استخدام  #الفوتوشوب بها . ولايوجد اي احتكاك مع الزملاء النواب.
وهذا جزء من #الدجل الاعلامي الرحيص الذي يمارس ضدنا ، وهذا خير دليل وشاهد على تزوير الواقع. https://t.co/5XwjfBgxWx"	بوكس من النائب سلمان الحليلة لزميله هشام الصالح اثناء مشاجرة النواب في جلسة الميزانيات مجلس الأمة	النائب هشام الصالح محاولة رخيصة للتشويه عبر صوره غير حقيقية تم استخدام الفوتوشوب بها ولايوجد اي احتكاك مع الزملاء النواب وهذا جزء من الدجل الاعلامي الرحيص الذي يمارس ضدنا وهذا خير دليل وشاهد على تزوير الواقع	disagree	False
30	1407272555623366656	1407281028385939456	"بوكس من النائب سلمان الحليلة لزميله هشام الصالح اثناء مشاجرة النواب في #جلسة_الميزانيات

#مجلس_الأمة https://t.co/X85RtAUcGO"	"ملاحظة : 

يا اخوان الصورة فوتشوب وغير حقيقية 

هذا جزء من الدجل الاعلامي الذي يمارس وهذا خير دليل وشاهد على تزوير الواقع https://t.co/PTycPNDpmH"	بوكس من النائب سلمان الحليلة لزميله هشام الصالح اثناء مشاجرة النواب في جلسة الميزانيات مجلس الأمة	ملاحظة يا اخوان الصورة فوتشوب وغير حقيقية هذا جزء من الدجل الاعلامي الذي يمارس وهذا خير دليل وشاهد على تزوير الواقع	disagree	False
31	1407272555623366656	1407277685756280832	"بوكس من النائب سلمان الحليلة لزميله هشام الصالح اثناء مشاجرة النواب في #جلسة_الميزانيات

#مجلس_الأمة https://t.co/X85RtAUcGO"	"الصورة توحي بلقطة غير حقيقية للواقع
اثناء منعي للاحتكاك بين النواب لم يحصل أي احتكاك مباشر بينهم بفضل تدخلنا وآخرين 

بكل الاحوال انا ضد البذاءة والابتذال والاسفاف في المجلس

وتهمنا سلامة الجميع ومنعهم من الاحتكاك 
بالاخير صورة غداء تجمعني مع الصديق سلمان الحليلة https://t.co/ou92XRjebS"	بوكس من النائب سلمان الحليلة لزميله هشام الصالح اثناء مشاجرة النواب في جلسة الميزانيات مجلس الأمة	الصورة توحي بلقطة غير حقيقية للواقع اثناء منعي للاحتكاك بين النواب لم يحصل أي احتكاك مباشر بينهم بفضل تدخلنا وآخرين بكل الاحوال انا ضد البذاءة والابتذال والاسفاف في المجلس وتهمنا سلامة الجميع ومنعهم من الاحتكاك بالاخير صورة غداء تجمعني مع الصديق سلمان الحليلة	disagree	False
