rumorID	evidenceID	rumorText	evidenceText	stance	label
1383927688491003909	1383296726052720645	انباء عن وفاه يوسف القرضاوي عراب الأرهاب الاخواني بفيروس كورونا	السحور ليس شرطًا في صحة الصيام، وإنما هو سنة عن النبي صلى الله عليه وسلم، فعلها وأمر بها، وقال: «تسحروا، فإن في السحور بركة». (https://t.co/K6bf4hKmk2) #فتاوى_القرضاوي #فتاوى_رمضان https://t.co/P0XNvlSy7r	unrelated	False
914575665311207425	934013771273592833	تجديد جواز السفر في اليابان يحتاج فقط إلى دقيقتين! https://t.co/PfA57GuNn0	"#خرافات_عن_اليابان
هذا الفيديو واسع الانتشار عن تجديد الباسبور في ٣ دقائق في اليابان قمنا بالبحث فيه، ولم نجد له علاقة باليابان ! تجديد الباسبور يستغرق ٦ أيام عمل في اليابان، هذا الفيديو في الغالب في سنغافورة ! في أول كومنت الفيديو كامل وصورة للباسبور الياباني السنغافوري. https://t.co/1iXWLMPemG"	disagree	False
914575665311207425	1575624025325248512	تجديد جواز السفر في اليابان يحتاج فقط إلى دقيقتين! https://t.co/PfA57GuNn0	القطار الأسرع والمزيد مما لا تعرفه عن قطار ”الطلقة“ فخر التكنولوجيا #اليابانية! https://t.co/u30hgfYMmZ	unrelated	False
914575665311207425	1575637695556042752	تجديد جواز السفر في اليابان يحتاج فقط إلى دقيقتين! https://t.co/PfA57GuNn0	المشرعون #اليابانيون يتحركون لوضع قواعد محددة بشأن الجنازات الرسمية https://t.co/QqwtWZgXs4	unrelated	False
1293820374652772352	1294342244909146113	"#خبر 
اغتيال #امير_القريشي بعد تعرضه لأطلاق نار في أحد شوارع بريطانيا الذي يقيم بها. https://t.co/fdPwyvOohW"	"الشيخ أمير القريشي: يرد على الضجة المفتعلة من أبناء عائشة والعمائم الخونة في خبر اغتياله ومقتله

https://t.co/NLmC4DLa0c"	disagree	False
1293820374652772352	1290965514198626305	"#خبر 
اغتيال #امير_القريشي بعد تعرضه لأطلاق نار في أحد شوارع بريطانيا الذي يقيم بها. https://t.co/fdPwyvOohW"	"إعلان تشيع جماعي على يد الشيخ القريشي لعائلة أبي يوسف من الكويت وشهدوا على أبي بكر وعمر وعائشة في النار 

https://t.co/pGtKYB9KZB"	unrelated	False
1282988186021527552	1285846911090593794	"لبنان تعلن انه لن يدخلها مواطن سوري بعد اليوم بدون فيزا ولن يتم التعامل بعد اليوم في الهويات .

لبنان تفرض على كل مواطن سوري مغترب يدخل اراضيها بسبب السفر لسوريا دفع مبلغ ٨٠٠ دولار بالاضافة الى ٥٠ دولار تحاليل كورونا ومن ثم يتم ترحيل الشخص لبلده"	"#إعلان
1- تعلن المديرية العامة للأمن العام عن السماح بالدخول عبر كافة الحدود البرية لكل من:
- الحائزين على إقامات صالحة وأفراد عائلاتهم.
- الراغبين بالمرور ترانزيت من سوريا عبر لبنان للسفر عبر المطار شرط حيازتهم على تذكرة سفر وحضورهم قبل 24 ساعة كحد أقصى من موعد الطائرة"	disagree	False
1282988186021527552	1282954132173860864	"لبنان تعلن انه لن يدخلها مواطن سوري بعد اليوم بدون فيزا ولن يتم التعامل بعد اليوم في الهويات .

لبنان تفرض على كل مواطن سوري مغترب يدخل اراضيها بسبب السفر لسوريا دفع مبلغ ٨٠٠ دولار بالاضافة الى ٥٠ دولار تحاليل كورونا ومن ثم يتم ترحيل الشخص لبلده"	"#بيان
تُذكّر المديرية العامة للأمن العام المواطنين والمؤسسات أنه بإمكانهم الإبلاغ عن أي تلاعب بسعر صرف الدولار الأميركي الذي  يحدد يومياً من قبل نقابة الصرافين"	unrelated	False
1282988186021527552	1281510516607901696	"لبنان تعلن انه لن يدخلها مواطن سوري بعد اليوم بدون فيزا ولن يتم التعامل بعد اليوم في الهويات .

لبنان تفرض على كل مواطن سوري مغترب يدخل اراضيها بسبب السفر لسوريا دفع مبلغ ٨٠٠ دولار بالاضافة الى ٥٠ دولار تحاليل كورونا ومن ثم يتم ترحيل الشخص لبلده"	"#اعلان
1-استناداً الى مقررات مجلس الوزراء بتاريخ 31/3/2020 المتعلقة بعودة المغتربين اللبنانيين من الخارج، سيصار الى فتح الحدود البرية مع سوريا عبر مركزي المصنع والعبودية الحدوديين بتاريخي 14/7/2020 و 16/7/2020"	unrelated	False
1144989964075184129	1145095687593320448	"عاااااااااااااااااااجل 
شاهد #اردوغان وهو يركع لبوذا في اليابان ويشرب ماء المعبد البوذي https://t.co/PfQoxT3tKp"	@KSA24 #خرافات_عن_اليابان هذه طقوس تناول الشاي #الياباني حيث وهو جزء من الثقافة #اليابانية، ولا يوجد سجود لبوذا بل تحية على الطريقة اليابانية، ويقوم الضيف بتناول الشاي الأخضر وليس ماء مقدس أو غيره بعد أن يلف الكوب مرتين وفقا للطقوس. وهنا جزء بسيط من طقوس تناول الشاي #الياباني 👇 https://t.co/hngg5nENWq	disagree	False
1552363208668856327	1552312954267238402	مصر..ابو ظبي الرياضة تحصل علي حقوق بث مباريات الاهلي في الدوري المصري الموسم القادم https://t.co/k5huBTOEJD	توضيح : تنفي قنوات ابوظبي الرياضية ما يتردد حول حصولها على حقوق مباريات فريق النادي الاهلي في الدوري المصري.. وتؤكد انها لم تدخل في اي مفاوضات بهذا الخصوص إطلاقًا.	disagree	False
1546109386631909378	1545865487485124611	الجزائر تدين الإنقلاب الشعبي على رئيس سيريلانكا و تؤكد أن التغيير يأتي بالانتخابات. https://t.co/6q0Xzkakr8	✅ تهاني وزير الشؤون الخارجية والجالية الوطنية بالخارج، السيد @Lamamra_dz رمطان لعمامرة، بمناسبة عيد الأضحى المبارك. https://t.co/r73a4XIcEt	unrelated	False
1546109386631909378	1544644064527654919	الجزائر تدين الإنقلاب الشعبي على رئيس سيريلانكا و تؤكد أن التغيير يأتي بالانتخابات. https://t.co/6q0Xzkakr8	استقبل اليوم وزير الشؤون الخارجية @Lamamra_dz الأمين العام لمنظمة التعاون الإسلامي، السيد حسين ابراهيم طه، الذي يقوم بزيارة إلى الجزائر لحضور احتفالات الذكرى ال60 لعيد الاستقلال. أشاد الأمين العام بالدور الذي تضطلع به الجزائر بصفتها عضوا مؤسسا فاعلا وملتزما بمبادئ وأهداف المنظمة. https://t.co/mS50DOPviJ	unrelated	False
1536211369082687488	1536367093284753409	"الكويت 🇰🇼 سفارتها تغادر بغداد.
بريطانيا 󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧 سفارتها تغادر بغداد
أمريكا 🇺🇸 تنقل سفارتنا إلى أربيل
ألمانيا 🇩🇪  سفارتها تغادر بغداد
السعودية 🇸🇦 انسحاب بعثتها من العراق وغلق مقرها ..

الكاظمي يدعو ل إجتماع طارئ لبحث موضوع الفاصوليا 
نحتاج الئ ثوره عارمه لازاحتهم من العراق https://t.co/PxFMGS9OdK"	#انفوجرافيك_الخارجية | المملكة تتجاوز جائحة كورونا https://t.co/Lrb04ygI4Q	unrelated	False
1552363208668856327	1552264093658058753	مصر..ابو ظبي الرياضة تحصل علي حقوق بث مباريات الاهلي في الدوري المصري الموسم القادم https://t.co/k5huBTOEJD	"نابولي يتعاقد مع المدافع الكوري الجنوبي كيم مين جاي

أعلن نادي نابولي الإيطالي عن تعاقده مع المدافع الدولي كيم مين جاي قادماً من فنربغشة التركي

وحسب العديد من وسائل اعلام محلية قاربت الصفقة حوالي 20 مليون يورو https://t.co/V3kW3MuGlp"	unrelated	False
1552363208668856327	1551972708291944449	مصر..ابو ظبي الرياضة تحصل علي حقوق بث مباريات الاهلي في الدوري المصري الموسم القادم https://t.co/k5huBTOEJD	#الهلال يتوج بلقب #الدوري_السوداني للمرة الثانية على التوالي والـ29 في تاريخه https://t.co/wkXXNDyVe3	unrelated	False
1533894106027532290	1533522824211701760	"الااااااا رسول الله 
السعودية تطرد السفير الهندي . https://t.co/k49mfkRXLx"	#بيان | تعرب وزارة الخارجية عن شجبها واستنكارها للتصريحات الصادرة عن المتحدثة باسم حزب بهاراتيا جانات الهندي، من إساءة للنبي محمد عليه الصلاة والسلام https://t.co/qFakDeqNOL	disagree	False
1533894106027532290	1533483638641283074	"الااااااا رسول الله 
السعودية تطرد السفير الهندي . https://t.co/k49mfkRXLx"	📹 | نائب وزير الخارجية @W_Elkhereiji : لقد قامت المملكة ومنذ تأسيسها باعتبارها دولة محورية على مرتكزات أساسية من أهمها، المساهمة في تحقيق الأمن والسلم الدوليين، والسعي إلى حل النزاعات بالطرق السلمية https://t.co/ob0hoPbgfa	unrelated	False
1533894106027532290	1533410630098735104	"الااااااا رسول الله 
السعودية تطرد السفير الهندي . https://t.co/k49mfkRXLx"	#الخارجية_اليوم | وكيل الوزارة لشؤون المراسم السفير #خالد_السحلي يستقبل سفير جمهورية #أذربيجان لدى المملكة السيد شاهين عبداللايف، ويستعرضان العلاقات الدبلوماسية بين البلدين، وما يعززها في المجالات ذات الاهتمام المشترك https://t.co/YJUBYWQNnd	unrelated	False
1530887619357331458	1530889372903645185	"الكاف يخطر الأهلي بأنه في حال تعطل تقنية الفيديو لن يتم ايقاف اللقاء !!

والله مش لاقيه سبب يخلينا نكمل الماتش دا ومننسحبش فعلا https://t.co/l4rgNpCaTo"	الأهلي لم يتلق أي مكاتبات من الإتحاد الإفريقي لكرة القدم بخصوص توقف او احتمالية توقف ال VAR  اثناء نهائي دوري الأبطال غداً. بل و اكد مسئولو الكاف في الإجتماع الفني للمباراة و الذي انتهي منذ دقائق لممثلي النادي الأهلي في ذات الإجتماع علي إقامة المباراة بوجود تقنية الVAR دون توقف. https://t.co/k03AoiaDyJ	disagree	False
1530887619357331458	1530229963437350914	"الكاف يخطر الأهلي بأنه في حال تعطل تقنية الفيديو لن يتم ايقاف اللقاء !!

والله مش لاقيه سبب يخلينا نكمل الماتش دا ومننسحبش فعلا https://t.co/l4rgNpCaTo"	"🔴 الأهلي يدعو الجماهير المصرية في المغرب لحضور النهائي الإفريقي 🦅✌️
#افريقيا_يا_اهلي https://t.co/PueZi2vZq7"	unrelated	False
1530887619357331458	1530284310061883393	"الكاف يخطر الأهلي بأنه في حال تعطل تقنية الفيديو لن يتم ايقاف اللقاء !!

والله مش لاقيه سبب يخلينا نكمل الماتش دا ومننسحبش فعلا https://t.co/l4rgNpCaTo"	"الكابتن الخطيب يشكر مشجع الأهلي القادم من النرويج ويهديه تذكرة المباراة. 🦅❤️✈️

#افريقيا_يا_أهلي https://t.co/ipNE98OYIc"	unrelated	False
1529942363602403367	1530468344050208768	"🚨🚨🚨🚨🚨🚨رســـمياً: 

عصام الشوالي معلقاً على نهائي دوري أبطال اوروبا 😍😍😍😍😍😍😍😍😍🔥🔥🔥🔥🔥🔥🔥. https://t.co/jGXOTmRlbD"	"🤩 لا تفوت مشاهدة استوديو نهائي دوري أبطال أوروبا: تقديم هشام الخلصي رفقة ثلّة من محللي قنواتنا 📺

🎙️ تعليق حفيظ دراجـــي على beIN SPORTS 1 PREMIUM
🎙️ تعليق خليل البلوشي على beIN SPORTS 2 PREMIUM

🕘 20:30 بتوقيت مكّة المكرّمة

#دوري_أبطال_أوروبا #ليفربول #ريال_مدريد https://t.co/3U6vz2lf4I"	disagree	False
1521867725580251139	1521601314362433536	"صحيفه عكاظ السعودية : 

الجيش السعودي سيكون في الكويت لحمايتها من الحشد الولائي لإيران ولدينا معلومات لتحشيدات الحشد قرب الاراضي الكويتية ...
سيناريو البحرين سيتكرر في دولة الكويت ضد تحرشات ذيول إيران"	"🎥#فيديو | الفنانة أصالة نصري@AssalaOfficial تخص #عكاظ بمفاجأة لجمهورها.. تعرف عليها👇
لقاء أمل السعيد @amal222424
#اصاله_في_الرياض
#العيد_في_السعودية
#ان_تكون_اولا  
https://t.co/hiZirp74eV https://t.co/AxDWcqWa4I"	unrelated	False
1521867725580251139	1521128930882854912	"صحيفه عكاظ السعودية : 

الجيش السعودي سيكون في الكويت لحمايتها من الحشد الولائي لإيران ولدينا معلومات لتحشيدات الحشد قرب الاراضي الكويتية ...
سيناريو البحرين سيتكرر في دولة الكويت ضد تحرشات ذيول إيران"	"#خادم_الحرمين_الشريفين يتلقى اتصالاً هاتفياً من أمير دولة #الكويت هنأه خلاله بـ #عيد_الفطر المبارك.
#عكاظ 
#ان_تكون_اولا  
https://t.co/hiZirp74eV https://t.co/sNrIzoMY6W"	unrelated	False
1529942363602403367	1530466406738841600	"🚨🚨🚨🚨🚨🚨رســـمياً: 

عصام الشوالي معلقاً على نهائي دوري أبطال اوروبا 😍😍😍😍😍😍😍😍😍🔥🔥🔥🔥🔥🔥🔥. https://t.co/jGXOTmRlbD"	"ليفربول 🆚 ريال مدريد نهائي النهائيات وموقعة الذكريات

📌  آخر خسارة لريال مدريد في نهائي دوري أبطال أوروبا كانت أمام ليفربول بالذات وفي باريس
 
🔢 المزيد من الأرقام حول النهائي المنتظر مع هُمام كدر

#دوري_أبطال_أوروبا | #ليفربول_ريال_مدريد 
#UCL | #UCLfinal https://t.co/hyvR9Rsbxa"	unrelated	False
1529942363602403367	1529885076292481024	"🚨🚨🚨🚨🚨🚨رســـمياً: 

عصام الشوالي معلقاً على نهائي دوري أبطال اوروبا 😍😍😍😍😍😍😍😍😍🔥🔥🔥🔥🔥🔥🔥. https://t.co/jGXOTmRlbD"	"ريال مدريد يعلن قائمة لاعبيه لنهائي دوري الأبطال

#دوري_أبطال_أوروبا | #ليفربول_ريال_مدريد 
#UCLfinal 
https://t.co/bZk2uahqUq"	unrelated	False
1513706082941775873	1514028614257369093	@Moh_Alhouthi #رويترز :-  زعيم الحوثيين يقول ان عمان قدمت 5 مليارات دولار منحة للبنك المركزي اليمني .	"كان على رويترز ان تنشر هذه الرؤية التي طالبنا فيها برواتب الموظفين 
وقضايا اخرى تهم المواطن اليمني 
ونشرناها رسميا  على الرابط  https://t.co/BFrRS7sg9R
وعلى الصفحات الحقيقية غير المزورة في تويتر
 وبهذا لاتحتاج الى مؤلف التغريدات للحذف كما في الصورة بالاسفل
  #ReutersFallen https://t.co/09TPew78W8"	disagree	False
1513706082941775873	1513701334024957952	@Moh_Alhouthi #رويترز :-  زعيم الحوثيين يقول ان عمان قدمت 5 مليارات دولار منحة للبنك المركزي اليمني .	"مؤسف أن تسقط وكالة الأنباء الدولية #رويترز في هذا الخطأ المهني الكبير فتنسب لنا خبرا مزورا دون أن تتحرى من ملكية الحساب المزيف في تويتر الذي نقلت عنه 

https://t.co/zgJWXFYp9Z

@Reuters

@ReutersScience
@ReutersUK
@ReutersBiz"	disagree	False
1513706082941775873	1513681612780810245	@Moh_Alhouthi #رويترز :-  زعيم الحوثيين يقول ان عمان قدمت 5 مليارات دولار منحة للبنك المركزي اليمني .	"تحرك الطيران العسكري في #سقطرى ان صح الخبر فهو اعداد نقطة متقدمة ل #امريكا تحت يافطة حلفائها 
ضد #الصين تحسبا لاي تطورات في حرب #روسيا و #اوكرانيا"	unrelated	False
1513706082941775873	1512223857930907654	@Moh_Alhouthi #رويترز :-  زعيم الحوثيين يقول ان عمان قدمت 5 مليارات دولار منحة للبنك المركزي اليمني .	"ندعو الحكومة اللبنانية الى عدم القبول بالمنتحل صفة سفير للجمهورية اليمنية 
فهو غادر بدون مبرر 
و
عودته بدون طلب فضيحة دبلوماسية
 تؤكد عدم استقلاليته وانتحاله

#القرآن_و_بس_من_اول_رابع
#القرآن_و_بس_من_اول_رابع"	unrelated	False
1512547820800196608	1512546272481316870	"وفاة المدرب البرازيلي فييرا مدرب الشارقة و المنتخب العراقي السابق الذي حقق كاس اسيا عام 2007

اللهم ارحمه برحمتك يارب 💔🤲🏻 https://t.co/Uqo0sEao5h"	"جورفان فييرا عبر حسابه على إنستجرام ينفي ما تردد عن وفاته. 

""أصدقائي شكرا لكم على رسائلكم وقلقكم حولي. أنا بخير وعلى قيد الحياة. أشاهد مباريات دوري أبطال آسيا في منزلي"".

📺coachjorvanvieira/IG https://t.co/w8jhgPusg3"	disagree	False
1509065149004623875	1511459810587332609	"شنقريحة: ما فعله الحكم الإرهابي باكاري غاساما لن يمر دون عقاب..
#الجزائر https://t.co/BP4k05CeQW"	"📌يعلم الاتحاد الجزائري لكرة القدم، أن الطعن الذي تقدم به أمام لجنة الانضباط التابعة للاتحاد الدولي لكرة القدم ""فيفا""، والخاص بمواجهة المنتخب الوطني ونظيره الكامروني ضمن إياب مباريات الدور الفاصل المؤهل لكأس العالم قطر 2022، ستتم مناقشته يوم الخميس 21 أفريل الجاري. https://t.co/C12YyLOUUX"	disagree	False
1509065149004623875	1510964397031763971	"شنقريحة: ما فعله الحكم الإرهابي باكاري غاساما لن يمر دون عقاب..
#الجزائر https://t.co/BP4k05CeQW"	"المباراتان الوديتان المقبلتان للمنتخب الوطني  للاعبين المحليين أمام منتخب الطوغو بملعب الشهيد مصطفى تشاكر، تلعبان دون جمهور. 🇩🇿🇹🇬
👉 https://t.co/VnhCMmiz2i | https://t.co/fsG5chnkhZ https://t.co/v7SguSmC0B"	unrelated	False
1509065149004623875	1504549673171881986	"شنقريحة: ما فعله الحكم الإرهابي باكاري غاساما لن يمر دون عقاب..
#الجزائر https://t.co/BP4k05CeQW"	"📌 رئيس الفاف يستقبل سفير الإتحاد الأوروبي بالجزائر
استقبل صبيحة اليوم الخميس 17 مارس 2022، رئيس الإتحاد الجزائري لكرة القدم السيد شرف الدين عمارة، بمقر ""الفاف"" بدالي إبراهيم بالعاصمة، سفير الإتحاد الأوروبي بالجزائر السيد توماس إيكارت.
👉 https://t.co/R7OxgVNGEY https://t.co/Q01F9FnPUS"	unrelated	False
1509242277960556546	1509957524669227016	"🚨 | عاجل 

أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء 😡 🇮🇷

🔔 وإذا تم استبعاد إيران من البطولة : 

1⃣ ستتأهل الإمارات إلى كأس العالم بشكل مباشر
2⃣  ستلعب العراق الملحق مع أستراليا https://t.co/yXYKjhpeL8"	"@QFA @FEFecuador @FootballSenegal @OnsOranje المجموعة الثانية
منتخب إيران يخوض تحدي مواجهة إنكلترا والولايات المتحدة بطموح بلوغ عبور الدور الثاني للمرة الأولى

🏴󠁧󠁢󠁥󠁮󠁧󠁿 @England
🇮🇷 @TeamMelliIran
🇺🇸 @USMNT
الفائز من الملحق الأوروبي

#FinalDraw | #FIFAWorldCup https://t.co/t34FjPyaW3"	disagree	False
1509242277960556546	1509955933115498498	"🚨 | عاجل 

أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء 😡 🇮🇷

🔔 وإذا تم استبعاد إيران من البطولة : 

1⃣ ستتأهل الإمارات إلى كأس العالم بشكل مباشر
2⃣  ستلعب العراق الملحق مع أستراليا https://t.co/yXYKjhpeL8"	"المجموعة الأولى
منتخب قطر يتطلع للعبور إلى الأدوار الإقصائية والسير بخطى واثقة في مشوار المنافسة

🇶🇦 @QFA
🇪🇨 @FEFecuador
🇸🇳 @FootballSenegal
🇳🇱 @OnsOranje

#FinalDraw | #FIFAWorldCup https://t.co/12mVmniNyu"	unrelated	False
1509242277960556546	1509959104554483719	"🚨 | عاجل 

أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء 😡 🇮🇷

🔔 وإذا تم استبعاد إيران من البطولة : 

1⃣ ستتأهل الإمارات إلى كأس العالم بشكل مباشر
2⃣  ستلعب العراق الملحق مع أستراليا https://t.co/yXYKjhpeL8"	"@QFA @FEFecuador @FootballSenegal @OnsOranje المجموعة الثالثة
المنتخب السعودي يبدأ مشوار المنافسة أمام الأرجنتين، في مجموعة تضم أيضاً المكسيك وبولندا

🇦🇷 @Argentina
🇸🇦 @SaudiNT
🇲🇽 @miseleccionmx
🇵🇱 @LaczyNasPilka

#FinalDraw | #FIFAWorldCup https://t.co/dJ1WVNvCvS"	unrelated	False
1509902024669868065	1509146196652302347	"رسميا: 🚨
باريس سان جيرمان يعلن عن تجديد عقد النجم الفرنسي كيليان مبابي إلى غاية عام 2026..

باريس سان جيرمان https://t.co/xxCEoOzVZN"	"نتائج لاعبينا الدوليين في الجولة الأخيرة من تصفيات كأس العالم FIFA قطر ٢٠٢٢ بمنطقة أمريكا الجنوبية! 🏆

🇪🇨1⃣-1⃣🇦🇷
ليو ميسي / @LParedss

🇧🇴0⃣-4⃣🇧🇷
@marquinhos_m5 https://t.co/KRnZKaAPSW"	unrelated	False
