	rumor_id	evidence_id	rumor_text	evidence_text	stance	rumor_label	s1	s2
10	1552363208668856327	1551972708291944449	مصر..ابو ظبي الرياضة تحصل علي حقوق بث مباريات الاهلي في الدوري المصري الموسم القادم https://t.co/k5huBTOEJD	#الهلال يتوج بلقب #الدوري_السوداني للمرة الثانية على التوالي والـ29 في تاريخه https://t.co/wkXXNDyVe3	unrelated	False	مصر ابو ظبي الرياضة تحصل علي حقوق بث مباريات الاهلي في الدوري المصري الموسم القادم	الهلال يتوج بلقب الدوري السوداني للمرة الثانية على التوالي وال29 في تاريخه
11	1521867725580251139	1521601314362433536	"صحيفه عكاظ السعودية : 

الجيش السعودي سيكون في الكويت لحمايتها من الحشد الولائي لإيران ولدينا معلومات لتحشيدات الحشد قرب الاراضي الكويتية ...
سيناريو البحرين سيتكرر في دولة الكويت ضد تحرشات ذيول إيران"	"🎥#فيديو | الفنانة أصالة نصري@AssalaOfficial تخص #عكاظ بمفاجأة لجمهورها.. تعرف عليها👇
لقاء أمل السعيد @amal222424
#اصاله_في_الرياض
#العيد_في_السعودية
#ان_تكون_اولا  
https://t.co/hiZirp74eV https://t.co/AxDWcqWa4I"	unrelated	False	صحيفه عكاظ السعودية الجيش السعودي سيكون في الكويت لحمايتها من الحشد الولائي لإيران ولدينا معلومات لتحشيدات الحشد قرب الاراضي الكويتية سيناريو البحرين سيتكرر في دولة الكويت ضد تحرشات ذيول إيران	فيديو الفنانة أصالة نصري تخص عكاظ بمفاجأة لجمهورها تعرف عليها لقاء أمل السعيد اصاله في الرياض العيد في السعودية ان تكون اولا
12	1521867725580251139	1521128930882854912	"صحيفه عكاظ السعودية : 

الجيش السعودي سيكون في الكويت لحمايتها من الحشد الولائي لإيران ولدينا معلومات لتحشيدات الحشد قرب الاراضي الكويتية ...
سيناريو البحرين سيتكرر في دولة الكويت ضد تحرشات ذيول إيران"	"#خادم_الحرمين_الشريفين يتلقى اتصالاً هاتفياً من أمير دولة #الكويت هنأه خلاله بـ #عيد_الفطر المبارك.
#عكاظ 
#ان_تكون_اولا  
https://t.co/hiZirp74eV https://t.co/sNrIzoMY6W"	unrelated	False	صحيفه عكاظ السعودية الجيش السعودي سيكون في الكويت لحمايتها من الحشد الولائي لإيران ولدينا معلومات لتحشيدات الحشد قرب الاراضي الكويتية سيناريو البحرين سيتكرر في دولة الكويت ضد تحرشات ذيول إيران	خادم الحرمين الشريفين يتلقى اتصالا هاتفيا من أمير دولة الكويت هنأه خلاله ب عيد الفطر المبارك عكاظ ان تكون اولا
13	1494173832491704322	1494285728716570625	#السعودية تدرس تغيير نظام العمل إلى 4 أيام عمل و3 عطلة https://t.co/NlWBQBYY5D	"#الموارد_البشرية: لا صحة لدراسة تقليص أيام العمل، وما تمت دراسته هي مراجعة دورية للأنظمة بهدف زيادة خلق الوظائف

https://t.co/zG74q3cTb8 https://t.co/GIsgkehbzO"	disagree	False	السعودية تدرس تغيير نظام العمل إلى 4 أيام عمل و3 عطلة	الموارد البشرية لا صحة لدراسة تقليص أيام العمل وما تمت دراسته هي مراجعة دورية للأنظمة بهدف زيادة خلق الوظائف
14	1494173832491704322	1494341191311052808	#السعودية تدرس تغيير نظام العمل إلى 4 أيام عمل و3 عطلة https://t.co/NlWBQBYY5D	"فيديو | الموارد البشرية تنفي دراسة موضوع تقليص أيام العمل وتؤكد أنها مراجعة دورية للأنظمة

#الإخبارية https://t.co/WUgoye9rJ2"	disagree	False	السعودية تدرس تغيير نظام العمل إلى 4 أيام عمل و3 عطلة	فيديو الموارد البشرية تنفي دراسة موضوع تقليص أيام العمل وتؤكد أنها مراجعة دورية للأنظمة الإخبارية
15	1488260813416718344	1488582344998936583	"الجواتيمالي ""ماريو اسكوبار"" يدير لقاء ممثل العرب الوحيد #منتخب_مصر مع #الكاميرون في قبل نهائي أمم إفريقيا الخميس المقبل

#قناة_الغد | #مصر_الكاميرون | #كأس_الأمم_الإفريقية | #AFCON2021 https://t.co/VznNHSloDv"	"🔴 اتحاد الكرة يحتج على تعيين جاساما لإدارة مباراة الكاميرون 🇪🇬 ...  ⬇️⬇️

#EFA https://t.co/crwfu1Pdkj"	disagree	False	الجواتيمالي ماريو اسكوبار يدير لقاء ممثل العرب الوحيد منتخب مصر مع الكاميرون في قبل نهائي أمم إفريقيا الخميس المقبل قناة الغد مصر الكاميرون كأس الأمم الإفريقية 2021	اتحاد الكرة يحتج على تعيين جاساما لإدارة مباراة الكاميرون
16	1488260813416718344	1488509477758324740	"الجواتيمالي ""ماريو اسكوبار"" يدير لقاء ممثل العرب الوحيد #منتخب_مصر مع #الكاميرون في قبل نهائي أمم إفريقيا الخميس المقبل

#قناة_الغد | #مصر_الكاميرون | #كأس_الأمم_الإفريقية | #AFCON2021 https://t.co/VznNHSloDv"	"🔴 💬  |  رسالة كيروش للاعبين قبل مباراة الدور نصف النهائي 🇪🇬 … ⬇️⬇️

#EFA https://t.co/vW7bjCDiYB"	unrelated	False	الجواتيمالي ماريو اسكوبار يدير لقاء ممثل العرب الوحيد منتخب مصر مع الكاميرون في قبل نهائي أمم إفريقيا الخميس المقبل قناة الغد مصر الكاميرون كأس الأمم الإفريقية 2021	رسالة كيروش للاعبين قبل مباراة الدور نصف النهائي
17	1488260813416718344	1487800244956012545	"الجواتيمالي ""ماريو اسكوبار"" يدير لقاء ممثل العرب الوحيد #منتخب_مصر مع #الكاميرون في قبل نهائي أمم إفريقيا الخميس المقبل

#قناة_الغد | #مصر_الكاميرون | #كأس_الأمم_الإفريقية | #AFCON2021 https://t.co/VznNHSloDv"	"🔴  🎥  | لاعبو مصر يتوجهون الى أرض الملعب لإجراء الإحماء قبل المباراة  🇪🇬  .....  ⬇️

#EFA https://t.co/yBWBl6pNPK"	unrelated	False	الجواتيمالي ماريو اسكوبار يدير لقاء ممثل العرب الوحيد منتخب مصر مع الكاميرون في قبل نهائي أمم إفريقيا الخميس المقبل قناة الغد مصر الكاميرون كأس الأمم الإفريقية 2021	لاعبو مصر يتوجهون الى أرض الملعب لإجراء الإحماء قبل المباراة
18	1482472323118780422	1482626761078841346	"إختير ملعب جيجل بالجزائر كأجمل واغرب ملاعب العالم في الطبيعة حسب قناة الجزيرة الوثائقية 🇩🇿🌿

#الجزائر https://t.co/LuKxuq4MDs"	"الجزيرة الوثائقية تتمنى لكم يوما سعيدا \ 📸 @GeoSteinmetz 

سوق الجملة للحبوب في ولاية البنجاب بالهند، حيث يتم جلب الأرز المقطوف للتو في عربات إلى التجار المحليين الذين يفرمونها ويجففونها ويصنفونها قبل تعبئتها للبيع بالسعر الذي حددته الحكومة وهو 12 سنتا أمريكيا للرطل الواحد. https://t.co/2Et0PVQTKS"	unrelated	False	إختير ملعب جيجل بالجزائر كأجمل واغرب ملاعب العالم في الطبيعة حسب قناة الجزيرة الوثائقية الجزائر	الجزيرة الوثائقية تتمنى لكم يوما سعيدا سوق الجملة للحبوب في ولاية البنجاب بالهند حيث يتم جلب الأرز المقطوف للتو في عربات إلى التجار المحليين الذين يفرمونها ويجففونها ويصنفونها قبل تعبئتها للبيع بالسعر الذي حددته الحكومة وهو 12 سنتا أمريكيا للرطل الواحد
19	1482472323118780422	1482382093179142148	"إختير ملعب جيجل بالجزائر كأجمل واغرب ملاعب العالم في الطبيعة حسب قناة الجزيرة الوثائقية 🇩🇿🌿

#الجزائر https://t.co/LuKxuq4MDs"	"تبث قناة الجزيرة الوثائقية على شاشتها فيلم ""كرة من رمل"" يوم الإثنين الموافق 17 يناير/كانون الثاني الجاري الساعة الثامنة مساء بتوقيت مكة المكرمة، ويروي الفيلم قصّة المتخب الوطني التشادي والإحباطات التي يعيشها لاعبوه بسبب هزائمه المتكررة.

https://t.co/OrneyIUHHW"	unrelated	False	إختير ملعب جيجل بالجزائر كأجمل واغرب ملاعب العالم في الطبيعة حسب قناة الجزيرة الوثائقية الجزائر	تبث قناة الجزيرة الوثائقية على شاشتها فيلم كرة من رمل يوم الإثنين الموافق 17 يناير كانون الثاني الجاري الساعة الثامنة مساء بتوقيت مكة المكرمة ويروي الفيلم قصة المتخب الوطني التشادي والإحباطات التي يعيشها لاعبوه بسبب هزائمه المتكررة
20	1466110038007853065	1466049922122358784	عاجل,قطر تطرد ابو تريكة بعد اقالته من بين سبورت بسبب كلام محمد ابو تريكة... https://t.co/NxJGAtpY24 via @YouTube	"كاد أحمد رفعت يسجل هدف التقدم للمنتخب المصري 🇪🇬 ولكن حارس لبنان  🇱🇧 يتألق بإبعادها

#كأس_العرب | #مونديال_العرب
#FIFArabCup | #ArabCup | #FIFAArabCup2021  #ArabCup2021 https://t.co/rD55UVI5oF"	unrelated	False	عاجل قطر تطرد ابو تريكة بعد اقالته من بين سبورت بسبب كلام محمد ابو تريكة	كاد أحمد رفعت يسجل هدف التقدم للمنتخب المصري ولكن حارس لبنان يتألق بإبعادها كأس العرب مونديال العرب 2021 2021
21	1466110038007853065	1465763551088451592	عاجل,قطر تطرد ابو تريكة بعد اقالته من بين سبورت بسبب كلام محمد ابو تريكة... https://t.co/NxJGAtpY24 via @YouTube	"ملخص مباراة قطر والبحرين

المنتخب القطري يستهل مشواره بالفوز على البحرين في كأس العرب FIFA قطر 2021™

#كأس_العرب | #مونديال_العرب 
#FIFArabCup  | #ArabCup 
https://t.co/QtD4aBVFwZ"	unrelated	False	عاجل قطر تطرد ابو تريكة بعد اقالته من بين سبورت بسبب كلام محمد ابو تريكة	ملخص مباراة قطر والبحرين المنتخب القطري يستهل مشواره بالفوز على البحرين في كأس العرب قطر 2021 كأس العرب مونديال العرب
22	1437133160920276993	1425210951477993475	"اول سحسوح سعودي لحكومة عون 
وزير الخارجية السعودية  :
لبنان تحت الوصاية الإيرانية ولا يحتاج إلى مساعدة ألمملكة العربية السعودية فرئيسه العماد عون قد اختار طريق ايران وفنزويلا  والممانعة
وباب السعودية مقفل تجاه اي حكومة متمثلة بحزب الله كذلك اغلب الدول العربية"	#مجلس_الوزراء يجدد تضامن المملكة مع الشعب اللبناني في أوقات الأزمات والتحديات، وتأكيدها أن أي مساعدة تقدَّم إلى الحكومة الحالية أو المستقبلية تعتمد على قيامها بإصلاحات جادة وملموسة، مع ضمان وصول المساعدات إلى مستحقيها، وتجنب الآليات التي تمكّن الفاسدين من السيطرة على مصير #لبنان.	disagree	False	اول سحسوح سعودي لحكومة عون وزير الخارجية السعودية لبنان تحت الوصاية الإيرانية ولا يحتاج إلى مساعدة ألمملكة العربية السعودية فرئيسه العماد عون قد اختار طريق ايران وفنزويلا والممانعة وباب السعودية مقفل تجاه اي حكومة متمثلة بحزب الله كذلك اغلب الدول العربية	مجلس الوزراء يجدد تضامن المملكة مع الشعب اللبناني في أوقات الأزمات والتحديات وتأكيدها أن أي مساعدة تقدم إلى الحكومة الحالية أو المستقبلية تعتمد على قيامها بإصلاحات جادة وملموسة مع ضمان وصول المساعدات إلى مستحقيها وتجنب الآليات التي تمكن الفاسدين من السيطرة على مصير لبنان
23	1437133160920276993	1437007474163437568	"اول سحسوح سعودي لحكومة عون 
وزير الخارجية السعودية  :
لبنان تحت الوصاية الإيرانية ولا يحتاج إلى مساعدة ألمملكة العربية السعودية فرئيسه العماد عون قد اختار طريق ايران وفنزويلا  والممانعة
وباب السعودية مقفل تجاه اي حكومة متمثلة بحزب الله كذلك اغلب الدول العربية"	"سمو وزير الخارجية الأمير فيصل بن فرحان
#السعودية  لطالما طالبت بالكشف عن كل الوثائق المتعلقة باعتداءات 11 سبتمبر."	unrelated	False	اول سحسوح سعودي لحكومة عون وزير الخارجية السعودية لبنان تحت الوصاية الإيرانية ولا يحتاج إلى مساعدة ألمملكة العربية السعودية فرئيسه العماد عون قد اختار طريق ايران وفنزويلا والممانعة وباب السعودية مقفل تجاه اي حكومة متمثلة بحزب الله كذلك اغلب الدول العربية	سمو وزير الخارجية الأمير فيصل بن فرحان السعودية لطالما طالبت بالكشف عن كل الوثائق المتعلقة باعتداءات 11 سبتمبر
24	1437133160920276993	1435236545510920192	"اول سحسوح سعودي لحكومة عون 
وزير الخارجية السعودية  :
لبنان تحت الوصاية الإيرانية ولا يحتاج إلى مساعدة ألمملكة العربية السعودية فرئيسه العماد عون قد اختار طريق ايران وفنزويلا  والممانعة
وباب السعودية مقفل تجاه اي حكومة متمثلة بحزب الله كذلك اغلب الدول العربية"	"#مجلس_الوزراء: التباحث مع الجانب الفرنسي في شأن مشروع اتفاقية تعاون بين الهيئة السعودية للفضاء في المملكة والمركز الوطني للدراسات الفضائية في جمهورية #فرنسا للتعاون في مجال الاستخدام السلمي للفضاء الخارجي.
#واس"	unrelated	False	اول سحسوح سعودي لحكومة عون وزير الخارجية السعودية لبنان تحت الوصاية الإيرانية ولا يحتاج إلى مساعدة ألمملكة العربية السعودية فرئيسه العماد عون قد اختار طريق ايران وفنزويلا والممانعة وباب السعودية مقفل تجاه اي حكومة متمثلة بحزب الله كذلك اغلب الدول العربية	مجلس الوزراء التباحث مع الجانب الفرنسي في شأن مشروع اتفاقية تعاون بين الهيئة السعودية للفضاء في المملكة والمركز الوطني للدراسات الفضائية في جمهورية فرنسا للتعاون في مجال الاستخدام السلمي للفضاء الخارجي واس
25	1437133160920276993	1435338833910980609	"اول سحسوح سعودي لحكومة عون 
وزير الخارجية السعودية  :
لبنان تحت الوصاية الإيرانية ولا يحتاج إلى مساعدة ألمملكة العربية السعودية فرئيسه العماد عون قد اختار طريق ايران وفنزويلا  والممانعة
وباب السعودية مقفل تجاه اي حكومة متمثلة بحزب الله كذلك اغلب الدول العربية"	"إنفاذًا لتوجيهات سمو #ولي_العهد .. سمو نائب وزير الدفاع يتفقد قيادة القوات الجوية الملكية السعودية ويُشيد بجاهزيتها القتالية.
https://t.co/bkM8q9FuJJ
#واس https://t.co/CjSywRGC7Q"	unrelated	False	اول سحسوح سعودي لحكومة عون وزير الخارجية السعودية لبنان تحت الوصاية الإيرانية ولا يحتاج إلى مساعدة ألمملكة العربية السعودية فرئيسه العماد عون قد اختار طريق ايران وفنزويلا والممانعة وباب السعودية مقفل تجاه اي حكومة متمثلة بحزب الله كذلك اغلب الدول العربية	إنفاذا لتوجيهات سمو ولي العهد سمو نائب وزير الدفاع يتفقد قيادة القوات الجوية الملكية السعودية ويشيد بجاهزيتها القتالية واس
26	1436813633607159810	1436957520258600962	هدى السراري في ذمة الله جراء حادث سير في أسبانيا https://t.co/gssbphe3OA	نحن بخير ولاصحة للاشاعة التي استهدفت هدى  وربنا يحفظ الجميع ويصفي النوايا ..شكرا لكل من تواصل وسأل ..	disagree	False	هدى السراري في ذمة الله جراء حادث سير في أسبانيا	نحن بخير ولاصحة للاشاعة التي استهدفت هدى وربنا يحفظ الجميع ويصفي النوايا شكرا لكل من تواصل وسأل
27	1436813633607159810	1436952831215476739	هدى السراري في ذمة الله جراء حادث سير في أسبانيا https://t.co/gssbphe3OA	"احبابي وناسي اللي انشغلوا عليا :انا بخير وشكرا من القلب لكل من تمنى لي السلامة، لم اتمكن من الرد علي رسائلكم و اتصالاتكم في لحظتها لاني كنت في سابع حلم لاني نرقد بكري ، سأرسل لكم جميعا وردة على نسق شاعرنا علي صدقي عبدالقادر 🌹
خبر مش كويس للي يبوني نموت : مازال قاعدة على قلوبكم😬"	disagree	False	هدى السراري في ذمة الله جراء حادث سير في أسبانيا	احبابي وناسي اللي انشغلوا عليا انا بخير وشكرا من القلب لكل من تمنى لي السلامة لم اتمكن من الرد علي رسائلكم و اتصالاتكم في لحظتها لاني كنت في سابع حلم لاني نرقد بكري سأرسل لكم جميعا وردة على نسق شاعرنا علي صدقي عبدالقادر خبر مش كويس للي يبوني نموت مازال قاعدة على قلوبكم
28	1436813633607159810	1437041723440521225	هدى السراري في ذمة الله جراء حادث سير في أسبانيا https://t.co/gssbphe3OA	غردت عليها قبل يومين وبعدين قلت نرجع نقراها للتأكد ..نعم هي واحدة من افضل عملين مع #اولاد_حارتنا ..الفكرة فيها خارقة وفي العمق والتناول بسيط وسهل ..#القلعة_الخامسة #كتب #فاضل_العزاوي https://t.co/L0UuQ40ff6	unrelated	False	هدى السراري في ذمة الله جراء حادث سير في أسبانيا	غردت عليها قبل يومين وبعدين قلت نرجع نقراها للتأكد نعم هي واحدة من افضل عملين مع اولاد حارتنا الفكرة فيها خارقة وفي العمق والتناول بسيط وسهل القلعة الخامسة كتب فاضل العزاوي
29	1422925089813762051	1421081099120295939	"الشاب الليبي لو فتحت له ابواب الهجرة الي أوروبا سيرفض 
لأنه يدرك أن ليبيا الجديد سيكون أفضل من أوروبا ."	أبناء شعبنا الليبي الكريم في هذا اليوم المبارك تم استكمال فتح الطريق الساحلي الرابط بين شرقنا الغالي و غربنا الحبيب ليتم رفع معاناة السفر عبر طرق صحراوية غاية في الصعوبة أثرت على أهلنا من النواحي الاقتصادية و الأمنية و الصحية و الاجتماعية	unrelated	False	الشاب الليبي لو فتحت له ابواب الهجرة الي أوروبا سيرفض لأنه يدرك أن ليبيا الجديد سيكون أفضل من أوروبا	أبناء شعبنا الليبي الكريم في هذا اليوم المبارك تم استكمال فتح الطريق الساحلي الرابط بين شرقنا الغالي و غربنا الحبيب ليتم رفع معاناة السفر عبر طرق صحراوية غاية في الصعوبة أثرت على أهلنا من النواحي الاقتصادية و الأمنية و الصحية و الاجتماعية
