	rumor_id	evidence_id	rumor_text	evidence_text	s1	s2	stance	rumor_label
11	1509242277960556546	1509957524669227016	"🚨 | عاجل 

أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء 😡 🇮🇷

🔔 وإذا تم استبعاد إيران من البطولة : 

1⃣ ستتأهل الإمارات إلى كأس العالم بشكل مباشر
2⃣  ستلعب العراق الملحق مع أستراليا https://t.co/yXYKjhpeL8"	"@QFA @FEFecuador @FootballSenegal @OnsOranje المجموعة الثانية
منتخب إيران يخوض تحدي مواجهة إنكلترا والولايات المتحدة بطموح بلوغ عبور الدور الثاني للمرة الأولى

🏴󠁧󠁢󠁥󠁮󠁧󠁿 @England
🇮🇷 @TeamMelliIran
🇺🇸 @USMNT
الفائز من الملحق الأوروبي

#FinalDraw | #FIFAWorldCup https://t.co/t34FjPyaW3"	عاجل أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء وإذا تم استبعاد إيران من البطولة 1 ستتأهل الإمارات إلى كأس العالم بشكل مباشر 2 ستلعب العراق الملحق مع أستراليا	المجموعة الثانية منتخب إيران يخوض تحدي مواجهة إنكلترا والولايات المتحدة بطموح بلوغ عبور الدور الثاني للمرة الأولى الفائز من الملحق الأوروبي	disagree	False
12	1509242277960556546	1509955933115498498	"🚨 | عاجل 

أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء 😡 🇮🇷

🔔 وإذا تم استبعاد إيران من البطولة : 

1⃣ ستتأهل الإمارات إلى كأس العالم بشكل مباشر
2⃣  ستلعب العراق الملحق مع أستراليا https://t.co/yXYKjhpeL8"	"المجموعة الأولى
منتخب قطر يتطلع للعبور إلى الأدوار الإقصائية والسير بخطى واثقة في مشوار المنافسة

🇶🇦 @QFA
🇪🇨 @FEFecuador
🇸🇳 @FootballSenegal
🇳🇱 @OnsOranje

#FinalDraw | #FIFAWorldCup https://t.co/12mVmniNyu"	عاجل أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء وإذا تم استبعاد إيران من البطولة 1 ستتأهل الإمارات إلى كأس العالم بشكل مباشر 2 ستلعب العراق الملحق مع أستراليا	المجموعة الأولى منتخب قطر يتطلع للعبور إلى الأدوار الإقصائية والسير بخطى واثقة في مشوار المنافسة	other	False
13	1509242277960556546	1509959104554483719	"🚨 | عاجل 

أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء 😡 🇮🇷

🔔 وإذا تم استبعاد إيران من البطولة : 

1⃣ ستتأهل الإمارات إلى كأس العالم بشكل مباشر
2⃣  ستلعب العراق الملحق مع أستراليا https://t.co/yXYKjhpeL8"	"@QFA @FEFecuador @FootballSenegal @OnsOranje المجموعة الثالثة
المنتخب السعودي يبدأ مشوار المنافسة أمام الأرجنتين، في مجموعة تضم أيضاً المكسيك وبولندا

🇦🇷 @Argentina
🇸🇦 @SaudiNT
🇲🇽 @miseleccionmx
🇵🇱 @LaczyNasPilka

#FinalDraw | #FIFAWorldCup https://t.co/dJ1WVNvCvS"	عاجل أنباء عن استبعاد إيران من كأس العالم قطر 2022 بسبب استخدام رذاذ الفلفل تجاه النساء وإذا تم استبعاد إيران من البطولة 1 ستتأهل الإمارات إلى كأس العالم بشكل مباشر 2 ستلعب العراق الملحق مع أستراليا	المجموعة الثالثة المنتخب السعودي يبدأ مشوار المنافسة أمام الأرجنتين في مجموعة تضم أيضا المكسيك وبولندا	other	False
14	1474134119563026436	1473357571364999177	#الدبيبة : حكومة الوحدة الوطنية ستستمر حتي شهر 6 من العام القادم .	أحي جهود الخيرين من مدينتنا طرابلس الحبيبة المكثفة خلال هذه اللحظات لإنهاء فتيل الأزمة والاحتقان، وعودة الحياة إلى طبيعتها، لا للحرب، نعم للحياة، والأمن والاستقرار وحرمة الدماء خط أحمر	الدبيبة حكومة الوحدة الوطنية ستستمر حتي شهر 6 من العام القادم	أحي جهود الخيرين من مدينتنا طرابلس الحبيبة المكثفة خلال هذه اللحظات لإنهاء فتيل الأزمة والاحتقان وعودة الحياة إلى طبيعتها لا للحرب نعم للحياة والأمن والاستقرار وحرمة الدماء خط أحمر	other	False
15	1474134119563026436	1474149257930289153	#الدبيبة : حكومة الوحدة الوطنية ستستمر حتي شهر 6 من العام القادم .	"الانتماء والحب لهذا الوطن لا يتغير فهو ثابت في كل الظروف، 

 في ذكرى عيد الاستقلال نبارك لكل الليبين الذين يحبون هذا الوطن ويعملون من أجل أن يصونوا، ويحفظوا مكتسباته التي حققها الآباء والأجداد.

كل المجد والفخر والاعتزاز بك يا ليبيا"	الدبيبة حكومة الوحدة الوطنية ستستمر حتي شهر 6 من العام القادم	الانتماء والحب لهذا الوطن لا يتغير فهو ثابت في كل الظروف في ذكرى عيد الاستقلال نبارك لكل الليبين الذين يحبون هذا الوطن ويعملون من أجل أن يصونوا ويحفظوا مكتسباته التي حققها الآباء والأجداد كل المجد والفخر والاعتزاز بك يا ليبيا	other	False
16	1470833409320796169	1470841047483887624	رئيس الوزراء الأسبق فايز الطراونه في ذمة الله https://t.co/AshhysqzjS	الاخبار تشير انه الوضع الصحي لدولة الاخ العزيز فايز حرج والاعمار بيد الله وارجو من وسائل الاعلام توخي الدقة في نقل المعلومات. ربنا سبحانه وتعالى يوقف معه ويشفيه.	رئيس الوزراء الأسبق فايز الطراونه في ذمة الله	الاخبار تشير انه الوضع الصحي لدولة الاخ العزيز فايز حرج والاعمار بيد الله وارجو من وسائل الاعلام توخي الدقة في نقل المعلومات ربنا سبحانه وتعالى يوقف معه ويشفيه	disagree	False
17	1470833409320796169	1468479496663846913	رئيس الوزراء الأسبق فايز الطراونه في ذمة الله https://t.co/AshhysqzjS	الف مبروك للوطن الغالي فوز #النشامى وتأهلهم الى دور الثمانية. أداء مميّز ورائع والى النهائي والفوز بالكأس بعون الله. #الأردن #كأس_العرب	رئيس الوزراء الأسبق فايز الطراونه في ذمة الله	الف مبروك للوطن الغالي فوز النشامى وتأهلهم الى دور الثمانية أداء مميز ورائع والى النهائي والفوز بالكأس بعون الله الأردن كأس العرب	other	False
18	1462506324655325187	1462806556546850821	"صحيفة  سبورت الكتالونية : 
  تشافي  طلب من ادارة برشلونة رسميا التعاقد مع #بغداد_بونجاح 😁 @Ismahan_fd 👇 https://t.co/pL1XDQTDeP"	الخبر الذي اوردته سبورت الكاتالونية امس لا اساس له من الصحة شافي اجاب في الموتمر الصحفي قبل دقايق : بغداد لاعب رائع و لكن ليس هناك اهتمام فهو لاعب في نادي السد . https://t.co/zFt85RAmLS	صحيفة سبورت الكتالونية تشافي طلب من ادارة برشلونة رسميا التعاقد مع بغداد بونجاح	الخبر الذي اوردته سبورت الكاتالونية امس لا اساس له من الصحة شافي اجاب في الموتمر الصحفي قبل دقايق بغداد لاعب رائع و لكن ليس هناك اهتمام فهو لاعب في نادي السد	disagree	False
19	1462506324655325187	1462430002889297923	"صحيفة  سبورت الكتالونية : 
  تشافي  طلب من ادارة برشلونة رسميا التعاقد مع #بغداد_بونجاح 😁 @Ismahan_fd 👇 https://t.co/pL1XDQTDeP"	"A todos mis amigos de madrid la alineación del @realmadrid vs @granadacf 
وجودي في برشلونة لم ينسيني اصدقائي المدريديين وًهذه تشكيلة ريال مدريد اليوم في مواجهة غرناطة . https://t.co/PzMTP0gwU3"	صحيفة سبورت الكتالونية تشافي طلب من ادارة برشلونة رسميا التعاقد مع بغداد بونجاح	وجودي في برشلونة لم ينسيني اصدقائي المدريديين وهذه تشكيلة ريال مدريد اليوم في مواجهة غرناطة	other	False
20	1437541843772784643	1437108398869385226	"من عجائب الجزائر الجديدة :
عمال الشبكة الإجتماعية 5000 دج في الشهر، و منحة البطالة 8000 دج في الشهر !🤦🏻‍♀️"	"🔴🔴#هــــام 
⬅تحديد السن الأقصى لطالبي الشغل المبتدئين المؤهلين للاستفادة من منحة البطالة 

⬅استحداث نظام مراقبة فعاّل على البطاقية الوطنية للبطالين لضمان الشفافية

⬅معاقبة أي تحايل للاستفادة من منحة البطالة بما فيها إجراء متابعات جزائية https://t.co/A7AO1pQhZe"	من عجائب الجزائر الجديدة عمال الشبكة الإجتماعية 5000 دج في الشهر و منحة البطالة 8000 دج في الشهر	هام تحديد السن الأقصى لطالبي الشغل المبتدئين المؤهلين للاستفادة من منحة البطالة استحداث نظام مراقبة فعال على البطاقية الوطنية للبطالين لضمان الشفافية معاقبة أي تحايل للاستفادة من منحة البطالة بما فيها إجراء متابعات جزائية	disagree	False
21	1437541843772784643	1436752944339329024	"من عجائب الجزائر الجديدة :
عمال الشبكة الإجتماعية 5000 دج في الشهر، و منحة البطالة 8000 دج في الشهر !🤦🏻‍♀️"	"🚨#فيروس_كورونا_في_الجزائر ...10 ولايات لم تسجل بها إصابات خلال اخر 24 ساعة

https://t.co/JXXyZPAwlz"	من عجائب الجزائر الجديدة عمال الشبكة الإجتماعية 5000 دج في الشهر و منحة البطالة 8000 دج في الشهر	فيروس كورونا في الجزائر 10 ولايات لم تسجل بها إصابات خلال اخر 24 ساعة	other	False
22	1431658799761436683	1430985108421496833	"عبد الشفيع الجويفي وزير الرياضة: جهزنا ملف كامل لأستضافة كأس العالم 2030 في #ليبيا !!
أما كأس العالم تبوهم يلعبوه على الشماعي وإلا على ضي التلفونات والا علي صلوعتك يا أخرونق.
السؤال إللي أمحيرني مانوع الصنف الذي 
تشربونه؟
@MatogSaleh https://t.co/vm0ZuKBJn0"	"وزيرة الدولة لشؤون المرأة بحكومة الوحدة الوطنية حورية طرمال، تعقد مؤتمرا افتراضيا مع هيئة الأمم المتحدة للمرأة في ليبيا، بهدف التعاون بين الجانبين في وضع خارطة طريق لإعداد الخطة الوطنية بشأن أجندة المرأة للسلام والأمن.
https://t.co/co9MFcKvrb https://t.co/QMENiYTjRM"	عبد الشفيع الجويفي وزير الرياضة جهزنا ملف كامل لأستضافة كأس العالم 2030 في ليبيا أما كأس العالم تبوهم يلعبوه على الشماعي وإلا على ضي التلفونات والا علي صلوعتك يا أخرونق السؤال إللي أمحيرني مانوع الصنف الذي تشربونه	وزيرة الدولة لشؤون المرأة بحكومة الوحدة الوطنية حورية طرمال تعقد مؤتمرا افتراضيا مع هيئة الأمم المتحدة للمرأة في ليبيا بهدف التعاون بين الجانبين في وضع خارطة طريق لإعداد الخطة الوطنية بشأن أجندة المرأة للسلام والأمن	other	False
23	1431658799761436683	1430286730670841856	"عبد الشفيع الجويفي وزير الرياضة: جهزنا ملف كامل لأستضافة كأس العالم 2030 في #ليبيا !!
أما كأس العالم تبوهم يلعبوه على الشماعي وإلا على ضي التلفونات والا علي صلوعتك يا أخرونق.
السؤال إللي أمحيرني مانوع الصنف الذي 
تشربونه؟
@MatogSaleh https://t.co/vm0ZuKBJn0"	تفقد رئيس حكومة الوحدة الوطنية السيد عبدالحميد الدبيبة مساء اليوم الثلاثاء المدينة الرياضية بطرابلس رفقة وزيري الرياضة، والدولة لشؤون مجلس الوزراء ورئيس الحكومة، بالإضافة لوكيل وزارة الرياضة، وعدد من مدراء الإدارات بالوزارة، ونائب رئيس إتحاد كرة القدم. https://t.co/l2Y4hlPsL2	عبد الشفيع الجويفي وزير الرياضة جهزنا ملف كامل لأستضافة كأس العالم 2030 في ليبيا أما كأس العالم تبوهم يلعبوه على الشماعي وإلا على ضي التلفونات والا علي صلوعتك يا أخرونق السؤال إللي أمحيرني مانوع الصنف الذي تشربونه	تفقد رئيس حكومة الوحدة الوطنية السيد عبدالحميد الدبيبة مساء اليوم الثلاثاء المدينة الرياضية بطرابلس رفقة وزيري الرياضة والدولة لشؤون مجلس الوزراء ورئيس الحكومة بالإضافة لوكيل وزارة الرياضة وعدد من مدراء الإدارات بالوزارة ونائب رئيس إتحاد كرة القدم	other	False
24	1422720725773864962	1423301571874631683	جامعة قطر تمنح زينب بنت السّفّاح قاسم سليماني الدكتوراة الفخرية(١) https://t.co/z10FI08SLn	تداولت بعض الصفحات على مواقع التواصل الاجتماعي خبرا كاذبا بمنح جامعة قطر دكتوراه فخرية للسيدة زينب قاسم سليماني ، وفي إطار الرد المتاح لجامعة قطر تؤكد جامعة قطر أنها لم تمنح أي شهادة لهذه السيدة	جامعة قطر تمنح زينب بنت السفاح قاسم سليماني الدكتوراة الفخرية ١	تداولت بعض الصفحات على مواقع التواصل الاجتماعي خبرا كاذبا بمنح جامعة قطر دكتوراه فخرية للسيدة زينب قاسم سليماني وفي إطار الرد المتاح لجامعة قطر تؤكد جامعة قطر أنها لم تمنح أي شهادة لهذه السيدة	disagree	False
25	1422720725773864962	1423301607886835730	جامعة قطر تمنح زينب بنت السّفّاح قاسم سليماني الدكتوراة الفخرية(١) https://t.co/z10FI08SLn	"وتوضح أن سياسة منح الدكتوراه الفخرية تخضع لشروط صارمة تحددها نظم الجامعة وقوانينها ويتم وفقها منح تلك الشهادة .
وبما أن هذا الخبر عار عن الصحة فإن جامعة قطر تهيب بجمهورها  عدم نشر أي أخبار كاذبة  دون الرجوع للجهة المختصة بجامعة قطر."	جامعة قطر تمنح زينب بنت السفاح قاسم سليماني الدكتوراة الفخرية ١	وتوضح أن سياسة منح الدكتوراه الفخرية تخضع لشروط صارمة تحددها نظم الجامعة وقوانينها ويتم وفقها منح تلك الشهادة وبما أن هذا الخبر عار عن الصحة فإن جامعة قطر تهيب بجمهورها عدم نشر أي أخبار كاذبة دون الرجوع للجهة المختصة بجامعة قطر	disagree	False
26	1414547796502384640	1414515456581505024	"*بعد التهديدات المتكررة المنحة القطرية تدخل غزة دون فرض شروط الإحتلال*

⭕ *تال ليف رام-معاريف:*
رغم التسهيلات التي أُعلن عنها صباح اليوم: كانت القصة الرئيسية ولا تزال هي ""المال القطري"" - لا تزال حمـاس وقطر ترفضان المسودة التي اقترحتها ""إسرائيل""."	"قبل العيد .. آلاف الأسر في غزة تنتظر نهاية لتعنت الاحتلال الإسرائيلي إزاء المنحة القطرية 
https://t.co/57uAWxJXzx
#قطر #غزة #المنحة_القطرية #عيد_الاضحى"	بعد التهديدات المتكررة المنحة القطرية تدخل غزة دون فرض شروط الإحتلال تال ليف رام معاريف رغم التسهيلات التي أعلن عنها صباح اليوم كانت القصة الرئيسية ولا تزال هي المال القطري لا تزال حماس وقطر ترفضان المسودة التي اقترحتها إسرائيل	قبل العيد آلاف الأسر في غزة تنتظر نهاية لتعنت الاحتلال الإسرائيلي إزاء المنحة القطرية قطر غزة المنحة القطرية عيد الاضحى	disagree	False
27	1414547796502384640	1414510221989400577	"*بعد التهديدات المتكررة المنحة القطرية تدخل غزة دون فرض شروط الإحتلال*

⭕ *تال ليف رام-معاريف:*
رغم التسهيلات التي أُعلن عنها صباح اليوم: كانت القصة الرئيسية ولا تزال هي ""المال القطري"" - لا تزال حمـاس وقطر ترفضان المسودة التي اقترحتها ""إسرائيل""."	"الأردن.. الحكم على باسم عوض الله والشريف حسن في ""فتنة الأردن"" بالسجن 15 عاماً

https://t.co/vZesGJz5sg"	بعد التهديدات المتكررة المنحة القطرية تدخل غزة دون فرض شروط الإحتلال تال ليف رام معاريف رغم التسهيلات التي أعلن عنها صباح اليوم كانت القصة الرئيسية ولا تزال هي المال القطري لا تزال حماس وقطر ترفضان المسودة التي اقترحتها إسرائيل	الأردن الحكم على باسم عوض الله والشريف حسن في فتنة الأردن بالسجن 15 عاما	other	False
28	1414547796502384640	1414331463613493260	"*بعد التهديدات المتكررة المنحة القطرية تدخل غزة دون فرض شروط الإحتلال*

⭕ *تال ليف رام-معاريف:*
رغم التسهيلات التي أُعلن عنها صباح اليوم: كانت القصة الرئيسية ولا تزال هي ""المال القطري"" - لا تزال حمـاس وقطر ترفضان المسودة التي اقترحتها ""إسرائيل""."	"بدء تطبيق الإجراءات الجديدة للسفر والعودة إلى قطر.. تعرف على شروط الإعفاء من الحجر الصحي
https://t.co/HA9tXMfzHM https://t.co/ouGXtAcAbd"	بعد التهديدات المتكررة المنحة القطرية تدخل غزة دون فرض شروط الإحتلال تال ليف رام معاريف رغم التسهيلات التي أعلن عنها صباح اليوم كانت القصة الرئيسية ولا تزال هي المال القطري لا تزال حماس وقطر ترفضان المسودة التي اقترحتها إسرائيل	بدء تطبيق الإجراءات الجديدة للسفر والعودة إلى قطر تعرف على شروط الإعفاء من الحجر الصحي	other	False
